evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000168,SRC_000049,PLACE_000006,architecture,Quần thể di tích bao gồm gò Đống Đa lịch sử.,normalized_summary,approved
EVD_000169,SRC_000049,PLACE_000006,architecture,Di tích có ba cổng ra vào gồm cổng phố Tây Sơn và hai cổng trên phố Đặng Tiến Đông.,normalized_summary,approved
EVD_000170,SRC_000049,PLACE_000006,architecture,Nghi môn là một hạng mục của Di tích Gò Đống Đa.,normalized_summary,approved
EVD_000171,SRC_000049,PLACE_000006,architecture,Tượng đài Quang Trung là một hạng mục của Di tích Gò Đống Đa.,normalized_summary,approved
EVD_000172,SRC_000049,PLACE_000006,architecture,Đền thờ Hoàng đế Quang Trung nằm trong quần thể Di tích Gò Đống Đa.,normalized_summary,approved
EVD_000173,SRC_000049,PLACE_000006,exhibition,Nhà trưng bày Quang Trung và Chiến thắng Ngọc Hồi – Đống Đa nằm trong quần thể di tích.,normalized_summary,approved
EVD_000174,SRC_000049,PLACE_000006,architecture,Hai bức phù điêu phía sau tượng đài Quang Trung là hạng mục của di tích.,normalized_summary,approved
EVD_000175,SRC_000054,PLACE_000006,heritage_object,Nhà trưng bày tại di tích giới thiệu sa bàn trận chiến Ngọc Hồi – Đống Đa.,normalized_summary,approved
EVD_000176,SRC_000053,PLACE_000006,measurement,Đền thờ Hoàng đế Quang Trung được xây dựng trên diện tích 300 m².,normalized_summary,approved
EVD_000177,SRC_000053,PLACE_000006,construction,Đền thờ Hoàng đế Quang Trung được xây dựng mùa xuân năm 2014 và khánh thành tháng Giêng năm 2015.,normalized_summary,approved
EVD_000178,SRC_000053,PLACE_000006,commemoration,Ban thờ chính trong hậu cung thờ Hoàng đế Quang Trung – Nguyễn Huệ.,normalized_summary,approved
EVD_000179,SRC_000053,PLACE_000006,commemoration,Ban thờ bên tả trong hậu cung thờ Bắc cung Hoàng hậu Lê Ngọc Hân.,normalized_summary,approved
EVD_000180,SRC_000046,PLACE_000006,person,Hoàng đế Quang Trung – Nguyễn Huệ chỉ huy nghĩa quân Tây Sơn trong chiến thắng Ngọc Hồi – Đống Đa.,normalized_summary,approved
EVD_000181,SRC_000051,PLACE_000006,person,Sầm Nghi Đống là tướng phía quân Thanh tại đồn Khương Thượng trong trận Đống Đa.,normalized_summary,approved
EVD_000182,SRC_000048,PLACE_000006,history,Quang Trung – Nguyễn Huệ là Hoàng đế thứ hai của Nhà Tây Sơn.,normalized_summary,approved
EVD_000183,SRC_000051,PLACE_000006,history,Sầm Nghi Đống là tướng thuộc lực lượng quân Thanh trong trận Khương Thượng – Đống Đa.,normalized_summary,approved
EVD_000184,SRC_000052,PLACE_000006,activity,"Lễ hội tại di tích có nghi thức rước kiệu Quang Trung và Ngọc Hân cùng lễ dâng hoa, dâng hương tưởng niệm.",normalized_summary,approved
EVD_000185,SRC_000052,PLACE_000006,activity,Lễ hội Gò Đống Đa có biểu diễn võ thuật và múa rồng lửa tái hiện khí thế nghĩa quân Tây Sơn.,normalized_summary,approved
EVD_000186,SRC_000054,PLACE_000006,exhibition,Sa bàn trận chiến Ngọc Hồi – Đống Đa được trưng bày trong Nhà trưng bày Quang Trung.,normalized_summary,approved
EVD_000187,SRC_000056,PLACE_000003,construction,Gia Long cho xây Cột cờ Hà Nội từ 1805 đến 1812.,normalized_summary,approved
EVD_000188,SRC_000056,PLACE_000003,location,"Cột cờ Hà Nội nằm trên đường Điện Biên Phủ, Hà Nội.",normalized_summary,approved
EVD_000189,SRC_000057,PLACE_000003,architecture,Cột cờ gồm ba tầng đế và thân cột; trên đỉnh có lầu vọng canh.,normalized_summary,approved
EVD_000190,SRC_000057,PLACE_000003,measurement,"Tầng đế thứ nhất cao 3,1 m, cạnh 42,5 m; tầng thứ hai cao 3,7 m, cạnh 27 m; tầng thứ ba cao 5,1 m, cạnh 12,8 m.",normalized_summary,approved
EVD_000191,SRC_000057,PLACE_000003,material,Các tầng đế Cột cờ Hà Nội được ốp gạch.,normalized_summary,approved
EVD_000192,SRC_000056,PLACE_000003,architecture,"Thân cột có cầu thang xoắn 54 bậc, nhóm 39 ô hoa thị và nhóm 6 ô rẻ quạt; lầu bát giác cao 3,3 m có 8 cửa sổ và trụ giữa đường kính 40 cm.",normalized_summary,approved
EVD_000193,SRC_000057,PLACE_000003,doors,"Cột cờ có cửa Đông Nghênh Húc, cửa Tây Hồi Quang và cửa Nam Hướng Minh.",normalized_summary,approved
EVD_000194,SRC_000058,PLACE_000003,recognition,Cột cờ Hà Nội được công nhận là Di tích quốc gia năm 1989.,normalized_summary,approved
EVD_000195,SRC_000056,PLACE_000003,historical_event,Lễ thượng cờ tại Cột cờ Hà Nội diễn ra lúc 15 giờ ngày 10/10/1954.,normalized_summary,approved
EVD_000196,SRC_000057,PLACE_000003,historical_function,"Cột cờ từng phục vụ quan sát quân sự; lầu vọng canh có các cửa sổ quan sát nội, ngoại thành.",normalized_summary,approved
EVD_000197,SRC_000061,PLACE_000007,address,"Ô Quan Chưởng ở ngã tư Hàng Chiếu – Thanh Hà – Đào Duy Từ – Ô Quan Chưởng, phường Hoàn Kiếm, Hà Nội.",normalized_summary,approved
EVD_000198,SRC_000062,PLACE_000007,location,Ô Quan Chưởng nối phố Ô Quan Chưởng với đầu phố Hàng Chiếu.,normalized_summary,approved
EVD_000199,SRC_000060,PLACE_000007,construction,Ô Quan Chưởng khởi dựng năm 1749 thời Lê; đại tu năm 1785 và xây dựng lại năm 1804.,normalized_summary,approved
EVD_000200,SRC_000060,PLACE_000007,architecture,"Ô Quan Chưởng mang kiểu vọng lâu thời Nguyễn; tầng dưới có cửa chính và hai cửa phụ, tầng trên là vọng lâu bốn mái. Hai bên có bậc thang lên vọng lâu.",normalized_summary,approved
EVD_000201,SRC_000059,PLACE_000007,architecture,Lan can bao quanh vọng lâu Ô Quan Chưởng có hoa văn hình học.,normalized_summary,approved
EVD_000202,SRC_000060,PLACE_000007,measurement,"Cửa chính Ô Quan Chưởng cao 3 m; mỗi cửa phụ cao 2,5 m, rộng 1,65 m.",normalized_summary,approved
EVD_000203,SRC_000059,PLACE_000007,material,"Cổng Ô Quan Chưởng dày 7 m, xây bằng gạch vồ và đá.",normalized_summary,approved
EVD_000204,SRC_000059,PLACE_000007,inscription,Phía đông Ô Quan Chưởng có bảng chữ Đông Hà Môn đắp bằng mảnh sứ xanh.,normalized_summary,approved
EVD_000205,SRC_000059,PLACE_000007,heritage_object,"Bia đá Thân cấm khư tệ ở Ô Quan Chưởng có kích thước 0,8 × 1 m. Bia lập năm 1881, ghi lệnh của Hoàng Diệu và Hoàng Văn Xứng chống sách nhiễu dân.",normalized_summary,approved
EVD_000206,SRC_000062,PLACE_000007,historical_function,"Vọng lâu Ô Quan Chưởng phục vụ canh gác, kiểm soát an ninh khu phố buôn bán.",normalized_summary,approved
EVD_000207,SRC_000059,PLACE_000007,recognition,Ô Quan Chưởng là di tích lịch sử được xếp hạng cấp quốc gia.,normalized_summary,approved
EVD_000208,SRC_000064,PLACE_000008,address,"Tháp Rùa tọa lạc trên gò Rùa giữa hồ Gươm, Hà Nội; địa chỉ vị trí chuẩn hóa: Gò Rùa, hồ Hoàn Kiếm, thành phố Hà Nội.",normalized_summary,approved
EVD_000209,SRC_000066,PLACE_000008,location,Hồ Hoàn Kiếm ở trung tâm Hà Nội; giữa hồ có Tháp Rùa.,normalized_summary,approved
EVD_000210,SRC_000064,PLACE_000008,construction,Tháp Rùa hiện nay được xây trong khoảng giữa năm 1884 đến tháng 4/1886.,normalized_summary,approved
EVD_000211,SRC_000064,PLACE_000008,measurement,"Tầng một Tháp Rùa dài 6,28 m, rộng 4,54 m; tầng hai dài 4,8 m, rộng 3,64 m; tầng ba dài 2,97 m, rộng 1,9 m. Tầng đỉnh vuông, mỗi cạnh 2 m.",normalized_summary,approved
EVD_000212,SRC_000064,PLACE_000008,architecture,"Tầng ba có cửa tròn phía đông đường kính 0,68 m; bên trên ghi Quy Sơn Tháp, nghĩa là Tháp Núi Rùa.",normalized_summary,approved
EVD_000213,SRC_000063,PLACE_000008,architecture,"Tháp Rùa có ba tầng chính, một tầng đỉnh dạng vọng lâu, móng và mái cong. Lan can bao quanh đỉnh hai tầng dưới.",normalized_summary,approved
EVD_000214,SRC_000063,PLACE_000008,architectural_style,Hai tầng dưới Tháp Rùa có cửa cuốn Gothic châu Âu; mái cong theo kiến trúc Việt Nam.,normalized_summary,approved
EVD_000215,SRC_000063,PLACE_000008,measurement,"Móng Tháp Rùa cao 0,8 m; chiều cao từ đất gò tới đỉnh tháp là 8,8 m.",normalized_summary,approved
EVD_000216,SRC_000063,PLACE_000008,measurement,Gò đất đặt Tháp Rùa rộng khoảng 350 m².,normalized_summary,approved
EVD_000217,SRC_000063,PLACE_000008,measurement,"Tầng một Tháp Rùa có 10 cửa ngoài và 4 cửa ngăn, tổng 14 cửa. Tầng hai có kết cấu tương tự với 14 bộ cửa.",normalized_summary,approved
EVD_000218,SRC_000065,PLACE_000008,event,"Không gian chiếu sáng nghệ thuật Hồ Gươm–Tháp Rùa diễn ra từ 24/12/2025 đến 04/01/2026, ra mắt tối 24/12/2025 tại khu vực hồ Hoàn Kiếm.",normalized_summary,approved
EVD_000219,SRC_000067,PLACE_000010,address,"Website Khu Di tích ghi địa chỉ: Số 1 Hoàng Hoa Thám (Cổng Đỏ), Ba Đình, Hà Nội.",normalized_summary,approved
EVD_000220,SRC_000068,PLACE_000010,history,Nhà 54 thuộc Khu Di tích Phủ Chủ tịch; Hồ Chí Minh ở và làm việc tại đây từ tháng 12/1954 đến giữa tháng 5/1958.,normalized_summary,approved
EVD_000221,SRC_000068,PLACE_000010,architecture,"Nhà 54 có phòng làm việc giáp ao, phòng ăn ở giữa và phòng ngủ.",normalized_summary,approved
EVD_000222,SRC_000068,PLACE_000010,heritage_objects,Phòng ăn Nhà 54 trưng bày bộ đồ ăn hàng ngày của Hồ Chí Minh. Phòng ngủ có giường nhỏ và tủ quần áo của Người.,normalized_summary,approved
EVD_000223,SRC_000070,PLACE_000010,history,"Nhà sàn thuộc Khu Di tích Phủ Chủ tịch, là nơi Hồ Chí Minh ở và làm việc từ tháng 5/1958 đến tháng 8/1969.",normalized_summary,approved
EVD_000224,SRC_000070,PLACE_000010,construction,"Nhà sàn hoàn thành ngày 17/5/1958. Nguyễn Văn Ninh thiết kế; nhà dùng gỗ, theo kiểu nhà sàn của đồng bào dân tộc Việt Bắc.",normalized_summary,approved
EVD_000225,SRC_000069,PLACE_000010,history,"Nhà 67 thuộc Khu Di tích Phủ Chủ tịch, được xây để phục vụ Hồ Chí Minh; khởi công ngày 1/5/1967.",normalized_summary,approved
EVD_000226,SRC_000069,PLACE_000010,material,Tường và trần Nhà 67 được làm bằng bê tông cốt thép.,normalized_summary,approved
EVD_000227,SRC_000069,PLACE_000010,historical_function,Hồ Chí Minh dùng Nhà 67 làm nơi họp Bộ Chính trị và làm việc với cán bộ Trung ương.,normalized_summary,approved
EVD_000228,SRC_000069,PLACE_000010,heritage_objects,"Nhà 67 giữ chiếc đài ZENITH trên bàn làm việc của Hồ Chí Minh, hai bản đồ quân sự trên tường và đồng hồ cạnh giường.",normalized_summary,approved
EVD_000229,SRC_000069,PLACE_000010,event,Hồ Chí Minh qua đời tại Nhà 67 lúc 9 giờ 47 phút ngày 2/9/1969.,normalized_summary,approved
EVD_000230,SRC_000072,PLACE_000010,landscape,"Ao cá Bác Hồ trong Khu Di tích được cải tạo theo đề nghị của Hồ Chí Minh, diện tích khoảng 3.200 m².",normalized_summary,approved
EVD_000231,SRC_000071,PLACE_000010,recognition,"Khu lưu niệm Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch, Hà Nội, được xếp hạng di tích quốc gia đặc biệt theo Quyết định 1272/QĐ-TTg ngày 12/8/2009, Điều 1 mục 8.",normalized_summary,approved
EVD_000232,SRC_000073,PLACE_000011,location,Lăng Chủ tịch Hồ Chí Minh được dựng tại vị trí lễ đài cũ giữa Quảng trường Ba Đình; đây là nơi giữ gìn thi hài Hồ Chí Minh.,normalized_summary,approved
EVD_000233,SRC_000075,PLACE_000011,address,"Quảng trường Ba Đình nằm trên đường Hùng Vương, phường Ba Đình, Hà Nội. Kết hợp vị trí Lăng tại quảng trường để chuẩn hóa địa chỉ, không thêm số nhà.",normalized_summary,approved
EVD_000234,SRC_000073,PLACE_000011,architecture,"Lăng có bệ tam cấp, khối trung tâm và mái tam cấp; có phòng thi hài, hành lang, cầu thang, hàng cột đá và cửa gỗ. Hai phía Nam, Bắc có lễ đài, mỗi bên dài 65 m.",normalized_summary,approved
EVD_000235,SRC_000073,PLACE_000011,measurement,"Lăng cao 21,6 m, rộng 41,2 m.",normalized_summary,approved
EVD_000236,SRC_000073,PLACE_000011,inscription,Mặt chính Lăng có dòng chữ Chủ tịch Hồ Chí Minh; phòng thi hài có hai hình cờ Đảng và cờ Tổ quốc ghép đá.,normalized_summary,approved
EVD_000237,SRC_000077,PLACE_000011,architecture,"Tiền sảnh dẫn tới phòng thi hài qua hành lang và cầu thang. Tường phòng thi hài và tường hai bên hành lang, cầu thang được ốp đá cẩm thạch; tường chính tiền sảnh ốp đá hoa cương đỏ hồng.",normalized_summary,approved
EVD_000238,SRC_000073,PLACE_000011,material,Cột Lăng bằng đá hoa cương; các bộ cửa dùng gỗ quý.,normalized_summary,approved
EVD_000239,SRC_000074,PLACE_000011,construction,Lăng khởi công ngày 2/9/1973; đổ mẻ bê tông móng đầu tiên ngày 27/10/1973; khánh thành ngày 29/8/1975.,normalized_summary,approved
EVD_000240,SRC_000076,PLACE_000011,ceremony,Lễ chào cờ đầu tiên trước Lăng được tổ chức trên Quảng trường Ba Đình lúc 06:30 ngày 19/5/2001.,normalized_summary,approved
EVD_000241,SRC_000077,PLACE_000011,activity,"Sau lễ khánh thành ngày 29/8/1975, đồng bào và khách quốc tế vào Lăng viếng Hồ Chí Minh.",normalized_summary,approved
EVD_000242,SRC_000078,PLACE_000012,address,"Bài ngày 11/5/2026 của Bộ Tư lệnh Lăng xác định K9 Đá Chông thuộc xã Bất Bạt, thành phố Hà Nội. Địa chỉ chuẩn hóa ở cấp địa danh và xã, không có số nhà.",normalized_summary,approved
EVD_000243,SRC_000079,PLACE_000012,identity,K9 Đá Chông là di tích lịch sử gắn với hoạt động và việc giữ gìn thi hài Chủ tịch Hồ Chí Minh.,normalized_summary,approved
EVD_000244,SRC_000079,PLACE_000012,architecture,"Các hạng mục được lưu giữ tại K9 gồm nhà hai tầng, phòng làm việc, phòng họp, nhà phục vụ, nhà khách Trung ương và hệ thống tổng đài điện thoại.",normalized_summary,approved
EVD_000245,SRC_000079,PLACE_000012,historical_function,"Ngôi nhà hai tầng tại K9 mang dáng dấp nhà sàn, từng là nơi Hồ Chí Minh làm việc và nghỉ ngơi.",normalized_summary,approved
EVD_000246,SRC_000079,PLACE_000012,historical_event,"Tháng 5/1957, Hồ Chí Minh dừng chân nghỉ trưa tại Đá Chông khi kiểm tra bộ đội diễn tập.",normalized_summary,approved
EVD_000247,SRC_000079,PLACE_000012,historical_event,"Ngày 23/2/1958, Hồ Chí Minh trở lại khảo sát Đá Chông và chọn nơi này để xây dựng căn cứ Trung ương.",normalized_summary,approved
EVD_000248,SRC_000080,PLACE_000012,architecture,"Nhà tưởng niệm Chủ tịch Hồ Chí Minh tại K9 có kiến trúc truyền thống, một tầng với mái thượng và mái hạ; là nơi tưởng niệm Người.",normalized_summary,approved
EVD_000249,SRC_000080,PLACE_000012,construction,Nhà tưởng niệm Chủ tịch Hồ Chí Minh tại K9 khởi công ngày 17/3/2014.,normalized_summary,approved
EVD_000250,SRC_000080,PLACE_000012,historical_event,Nhà tưởng niệm Chủ tịch Hồ Chí Minh tại K9 được khánh thành ngày 2/9/2015.,normalized_summary,approved
EVD_000251,SRC_000081,PLACE_000012,heritage_objects,"K9 lưu giữ ba phương tiện lịch sử từng tham gia di chuyển thi hài Hồ Chí Minh: xe UAZ cứu thương FH-1468, xe ZIL 157 biển số 470-189 và xe PAP biển số 31-162.",normalized_summary,approved
EVD_000252,SRC_000082,PLACE_000012,architecture,Nhà kính là một công trình của K9 gắn với nhiệm vụ giữ gìn thi hài Hồ Chí Minh trong chiến tranh.,normalized_summary,approved
EVD_000253,SRC_000082,PLACE_000012,historical_event,"Ngày 13/3/1961, Hồ Chí Minh tiếp Đặng Dĩnh Siêu tại K9.",normalized_summary,approved
EVD_000254,SRC_000082,PLACE_000012,historical_event,"Ngày 23/2/1962, Hồ Chí Minh tiếp Anh hùng vũ trụ Liên Xô Giéc man Ti tốp tại K9.",normalized_summary,approved
EVD_000255,SRC_000083,PLACE_000012,construction,"Nhà hai tầng tại K9, còn gọi là Nhà sàn, hoàn thành ngày 15/3/1960; Hồ Chí Minh dự lễ khánh thành.",normalized_summary,approved
EVD_000256,SRC_000084,PLACE_000013,address,"Di tích nằm tại 48 Hàng Ngang, Hà Nội; có hai lối ra vào ở 48 phố Hàng Ngang và 35 phố Hàng Cân.",normalized_summary,approved
EVD_000257,SRC_000085,PLACE_000013,historical_person,Ngôi nhà 48 Hàng Ngang thuộc sở hữu của vợ chồng Trịnh Văn Bô và Hoàng Thị Minh Hồ khi Hồ Chí Minh đến ở năm 1945.,normalized_summary,approved
EVD_000258,SRC_000084,PLACE_000013,historical_event,"Hồ Chí Minh bắt đầu ở và làm việc tại nhà 48 Hàng Ngang ngày 25/8/1945, sau khi từ Việt Bắc về Hà Nội.",normalized_summary,approved
EVD_000259,SRC_000089,PLACE_000013,historical_event,"Trong thời gian ở tại 48 Hàng Ngang từ 25/8 đến 2/9/1945, Hồ Chí Minh soạn thảo Tuyên ngôn Độc lập ở căn phòng tầng hai.",normalized_summary,approved
EVD_000260,SRC_000086,PLACE_000013,historical_event,"Ngày 26/8/1945, Hồ Chí Minh chủ trì cuộc họp Thường vụ Trung ương tại nhà 48 Hàng Ngang, bàn mở rộng thành phần Chính phủ và việc ra mắt Chính phủ lâm thời ngày 2/9.",normalized_summary,approved
EVD_000261,SRC_000087,PLACE_000013,architecture,"Nhà 48 Hàng Ngang có tầng một từng bán tơ lụa, tầng hai bố trí phòng khách và phòng ăn. Phòng ở tầng ba nhìn ra phố Hàng Ngang được bố trí làm nơi dâng hương tưởng niệm Hồ Chí Minh.",normalized_summary,approved
EVD_000262,SRC_000086,PLACE_000013,architecture,"Tại tầng hai, phòng ăn của gia đình được dùng làm phòng họp. Qua hành lang có phòng của Hồ Chí Minh và phòng tiếp khách.",normalized_summary,approved
EVD_000263,SRC_000085,PLACE_000013,architecture,"Cửa chính của nhà mở ra 48 Hàng Ngang, cửa hậu ra 35 Hàng Cân. Khoảng sân vuông nối giữa có một giếng nước.",normalized_summary,approved
EVD_000264,SRC_000085,PLACE_000013,heritage_objects,"Di tích lưu giữ bàn nhỏ Hồ Chí Minh dùng làm việc, bàn chữ nhật của phòng họp, nhóm ghế tựa quanh bàn và chiếc giường Người từng nghỉ.",normalized_summary,approved
EVD_000265,SRC_000084,PLACE_000013,recognition,Bộ Văn hóa Thông tin công nhận nhà 48 Hàng Ngang là Di tích Lịch sử văn hóa theo Quyết định 54 VH/QĐ ngày 29/4/1979.,normalized_summary,approved
EVD_000266,SRC_000085,PLACE_000013,recognition,Bài năm 2018 xác định nhà 48 Hàng Ngang là di tích lịch sử cấp quốc gia.,normalized_summary,approved
EVD_000267,SRC_000088,PLACE_000013,activity,"Ngày 18/5/2026, phường Hoàn Kiếm tổ chức dâng hương tưởng niệm Hồ Chí Minh tại di tích 48 Hàng Ngang.",normalized_summary,approved
EVD_000268,SRC_000092,PLACE_000014,address,"Nguồn Sở Văn hóa và Thể thao Hà Nội ngày 26/3/2026 xác định di tích ở số 5D phố Hàm Long, phường Cửa Nam, thành phố Hà Nội.",normalized_summary,approved
EVD_000269,SRC_000090,PLACE_000014,historical_event,"Cuối tháng 3/1929, Chi bộ Cộng sản đầu tiên ở Việt Nam ra đời tại nhà 5D Hàm Long.",normalized_summary,approved
EVD_000270,SRC_000090,PLACE_000014,historical_person,"Chi bộ gồm Ngô Gia Tự, Nguyễn Đức Cảnh, Trần Văn Cung, Trịnh Đình Cửu, Đỗ Ngọc Du, Nguyễn Phong Sắc, Dương Hạc Đính và Nguyễn Tuân; Trần Văn Cung làm Bí thư.",normalized_summary,approved
EVD_000271,SRC_000091,PLACE_000014,historical_event,"Bảy người dự cuộc họp thành lập. Nguyễn Phong Sắc vắng mặt vì công tác, tán thành nghị quyết và được công nhận là thành viên thứ tám.",normalized_summary,approved
EVD_000272,SRC_000093,PLACE_000014,historical_person,"Cuối năm 1928, Trần Văn Cung và vợ Nguyễn Thị Liên được giao đến ở, trông nom nhà 5D Hàm Long, làm cơ sở hoạt động bí mật.",normalized_summary,approved
EVD_000273,SRC_000093,PLACE_000014,architecture,"Nhà 5D Hàm Long xưa là nhà gạch một tầng, có một gian ở, phía sau là sân nhỏ và bếp.",normalized_summary,approved
EVD_000274,SRC_000091,PLACE_000014,measurement,"Gian nhà 5D Hàm Long có diện tích 24 m²; phía sau có sân, bếp và nhà vệ sinh.",normalized_summary,approved
EVD_000275,SRC_000091,PLACE_000014,heritage_objects,"Bộ tràng kỷ, bộ ấm tích, bốn ghế đẩu, giường gỗ, hai hòm gỗ và nhóm nồi chảo, bát đĩa tại di tích được nguồn xác định là hiện vật phục chế.",normalized_summary,approved
EVD_000276,SRC_000091,PLACE_000014,restoration,"Ngày 25/11/1959, nhà 5D Hàm Long được khôi phục thành nhà lưu niệm.",normalized_summary,approved
EVD_000277,SRC_000091,PLACE_000014,restoration,"Năm 2000, nhà 5D Hàm Long được tu bổ nhằm khôi phục diện mạo thời điểm thành lập chi bộ.",normalized_summary,approved
EVD_000278,SRC_000090,PLACE_000014,recognition,Nhà 5D Hàm Long được xếp hạng di tích quốc gia theo Quyết định 29-VH/QĐ ngày 13/1/1964 của Bộ trưởng Bộ Văn hóa.,normalized_summary,approved
EVD_000279,SRC_000094,PLACE_000014,historical_context,Bài Nhân Dân ngày 26/3/2026 xác nhận nhà 5D Hàm Long gắn với chi bộ tám thành viên thành lập cuối tháng 3/1929 và được xếp hạng quốc gia ngày 13/1/1964.,normalized_summary,approved
EVD_000280,SRC_000096,PLACE_000015,address,"Thành cổ Sơn Tây nằm tại Sơn Tây, Hà Nội; Cửa Tiền nhìn ra phố Quang Trung, Cửa Hậu nhìn ra phố Lê Lợi. Địa chỉ được chuẩn hóa theo lối Cửa Tiền, không thêm số nhà.",normalized_summary,approved
EVD_000281,SRC_000095,PLACE_000015,construction,"Thành cổ Sơn Tây được xây dựng năm 1822 dưới triều Minh Mạng, nhà Nguyễn, theo kiểu Vauban.",normalized_summary,approved
EVD_000282,SRC_000098,PLACE_000015,architecture,"Thành có tường thành, hào nước và bốn cổng: Cửa Hậu hướng Bắc, Cửa Tiền hướng Nam, Cửa Hữu hướng Tây, Cửa Tả hướng Đông.",normalized_summary,approved
EVD_000283,SRC_000097,PLACE_000015,measurement,"Theo mô tả thành cũ, mỗi cạnh dài khoảng 400 m; tường cao trung bình khoảng 5 m, chân rộng 6 m và mặt rộng 4 m. Nhiều đoạn tường đã sụp đổ.",normalized_summary,approved
EVD_000284,SRC_000095,PLACE_000015,material,Tường thành Sơn Tây được xây bằng đá ong.,normalized_summary,approved
EVD_000285,SRC_000095,PLACE_000015,architecture,"Trong thành có Vọng cung, Kỳ đài, Đoan môn, sân lát gạch và bình phong. Bốn góc thành xưa có bốn giếng nước hình vuông.",normalized_summary,approved
EVD_000286,SRC_000095,PLACE_000015,material,Bệ Kỳ đài được xây bằng đá ong.,normalized_summary,approved
EVD_000287,SRC_000095,PLACE_000015,material,"Bình phong xây gạch, có hình nổi Long vân khánh hội; sân trước điện được lát gạch.",normalized_summary,approved
EVD_000288,SRC_000096,PLACE_000015,heritage_objects,Cửa Bắc Thành cổ Sơn Tây còn đặt hai khẩu súng thần công theo bài giới thiệu năm 2021.,normalized_summary,approved
EVD_000289,SRC_000096,PLACE_000015,heritage_objects,"Năm 2014, khu trưng bày máy bay được xây dựng tại thành, gồm hai MiG-21 từ Trung đoàn Sao Đỏ và một Mi-8 từ Trung đoàn 916.",normalized_summary,approved
EVD_000290,SRC_000096,PLACE_000015,recognition,Di tích được xếp hạng quốc gia theo Quyết định 2754/QĐ-BVHTT ngày 15/10/1994.,normalized_summary,approved
EVD_000291,SRC_000095,PLACE_000015,historical_event,"Tháng 12/1946, một cuộc họp của Chính phủ Việt Nam Dân chủ Cộng hòa diễn ra tại Thành cổ Sơn Tây.",normalized_summary,approved
EVD_000292,SRC_000096,PLACE_000015,historical_event,"Năm 1946, Hội đồng Chính phủ họp tại Vọng cung Thành cổ Sơn Tây.",normalized_summary,approved
EVD_000293,SRC_000098,PLACE_000015,activity,Thành cổ Sơn Tây có hoạt động trưng bày tranh ảnh và hiện vật giới thiệu di tích trong chương trình kỷ niệm 200 năm xây dựng năm 2022; bài này thông báo kế hoạch tổ chức.,normalized_summary,approved
EVD_000294,SRC_000099,PLACE_000016,address,"Cổng MyHanoi ghi địa chỉ Đền Ngọc Sơn tại phố Đinh Tiên Hoàng, Hà Nội. Chỉ chuẩn hóa phố và thành phố, không giữ tên phường/quận cũ làm địa chỉ hiện hành.",normalized_summary,approved
EVD_000295,SRC_000100,PLACE_000016,location,Đền Ngọc Sơn tọa lạc trên đảo Ngọc trong hồ Hoàn Kiếm.,normalized_summary,approved
EVD_000296,SRC_000100,PLACE_000016,architecture,"Các hạng mục gồm nghi môn, Tháp Bút, nghi môn nội, Đài Nghiên, cầu Thê Húc, cổng Đắc Nguyệt, đình Trấn Ba, tiền tế, trung đường, hậu cung, tả vu, hữu vu, nhà kính thư và nhà hậu.",normalized_summary,approved
EVD_000297,SRC_000100,PLACE_000016,historical_function,"Đền từng là nơi sinh hoạt Hội Hướng thiện, gắn với Nguyễn Văn Siêu và Vũ Tông Phan; hội tổ chức in sách thuốc, kinh và sách luận về tín ngưỡng.",normalized_summary,approved
EVD_000298,SRC_000037,PLACE_000016,recognition,"Hồ Hoàn Kiếm và Đền Ngọc Sơn cùng thuộc di tích lịch sử và danh lam thắng cảnh được xếp hạng quốc gia đặc biệt ngày 9/12/2013, Quyết định 2383/QĐ-TTg. Phạm vi pháp lý là cụm di tích, không phải chỉ riêng đền.",normalized_summary,approved
EVD_000299,SRC_000101,PLACE_000016,restoration,"Năm 1865, Nguyễn Văn Siêu đứng ra trùng tu Đền Ngọc Sơn và xây Tháp Bút, Đài Nghiên.",normalized_summary,approved
EVD_000300,SRC_000101,PLACE_000016,architecture,Tháp Bút gồm năm tầng; bài Bút Tháp chí của Nguyễn Văn Siêu được khắc trên tầng ba của tháp.,normalized_summary,approved
EVD_000301,SRC_000101,PLACE_000016,heritage_objects,Đài Nghiên có nghiên mực bằng đá hình nửa quả đào; thành nghiên khắc bài minh do Nguyễn Văn Siêu soạn.,normalized_summary,approved
EVD_000302,SRC_000102,PLACE_000016,construction,"Nguyễn Văn Siêu cho làm cầu Thê Húc năm 1865 khi tu sửa đền. Cầu được mô tả gồm 15 nhịp, mặt lát ván gỗ, sơn đỏ sẫm.",normalized_summary,approved
EVD_000303,SRC_000102,PLACE_000016,material,"Cầu được xây lại sau lần sập năm 1952; thiết kế dùng dầm bê tông, mặt và thành cầu bằng gỗ. Không coi toàn kết cấu cầu hiện nay là gỗ nguyên gốc năm 1865.",normalized_summary,approved
EVD_000304,SRC_000103,PLACE_000016,worship,"Đền Ngọc Sơn thờ Trần Hưng Đạo, vị anh hùng gắn với kháng chiến chống Nguyên Mông.",normalized_summary,approved
